Número_de_proyecto,clave_del_proyecto,fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,pagado
96,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,11,BRISEÑAS,"CONSTRUCCIÓN CARCAMO SAN MIGUEL ,   EN EL MUNICIPIO DE BRISEÑAS ,   EN EL ESTADO DE MICHOACÁN","$250,000.00",0
97,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,19,COTIJA,"CONSTRUCCION COMEDOR COMUNITARIO ,   EN EL MUNICIPIO DE COTIJA ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
98,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION CON CARPETA ASFALTICA DE LA AV. CHAC MOOL ENTRE AV. FONATUR Y AV. HUAYACAN ,   PRIMERA ETAPA ,   BENITO JUÁREZ ,   QUINTANA ROO.","$49,550,000.00",0
99,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION CON CARPETA ASFALTICA DE LA AV. CHAC MOOL ENTRE AV. FONATUR Y AV. HUAYACAN ,  SEGUNDA ETAPA ,   BENITO JUÁREZ ,   QUINTANA ROO.","$59,911,390.00",0
100,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION CON CARPETA ASFALTICA DE LA AV. POLITECNICO ENTRE AV. J. LOPEZ PORTILLO Y AV. TEPICH ,   PRIMERA ETAPA ,   BENITO JUÁREZ ,   QUINTANA ROO.","$30,132,541.00",0
101,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION CON CARPETA ASFALTICA DE LA AV. POLITECNICO ENTRE AV. J. LOPEZ PORTILLO Y AV. TEPICH ,   SEGUNDA ETAPA ,   BENITO JUÁREZ ,   QUINTANA ROO.","$25,593,423.00",0
102,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,87,XALAPA,"CONSTRUCCIÓN CON CONCRETO HIDRÁULICO EN LA CALLE 14 DE OCTUBRE ENTRE CALLE VERACRUZ Y CALLE YUCATÁN ,   COLONIA 3 DE MAYO ,   EN EL MUNICIPIO DE XALAPA DEL ESTADO DE VERACRUZ","$4,700,000.00",0
103,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,87,XALAPA,"CONSTRUCCIÓN CON PAVIMENTO HIDRÁULICO EN CALLE 2 ENTRE AV. MÉXICO Y AV. LAS PALMAS ,   COL. EL MORAL ,   EN EL MUNICIPIO DE XALAPA ,   EN EL ESTADO DE VERACRUZ","$5,000,000.00",0
104,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,108,MINATITLÁN,"CONSTRUCCIÓN CONCRETO HIDRÁULICO CALLE JAVIER MINA ENTRE CUAHUTEMOC Y GUILLERMO PRIETO COL. SANTA CLARA  ,   EN EL MUNICIPIO DE MINATITLÁN ,   EN EL ESTADO DE VERACRUZ","$1,079,924.00",0
105,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,108,MINATITLÁN,"CONSTRUCCIÓN CONCRETO HIDRÁULICO CALLE REVOLUCIÓN ENTRE MELCHÓR OCAMPO Y MANANTIALES COL. PADRERAS DEL JAGUEY ,   EN EL MUNICIPIO DE MINATITLÁN ,   EN EL ESTADO DE VERACRUZ","$1,486,117.00",0
106,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,108,MINATITLÁN,"CONSTRUCCIÓN CONCRETO HIDRÁULICO CALLE SAN JOSÉ ENTRE AV. INST. TEC. Y BERLÍN COL. NVA. MINA ,   EN EL MUNICIPIO DE MINATITLÁN ,   EN EL ESTADO DE VERACRUZ","$5,981,643.00",0
107,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,108,MINATITLÁN,"CONSTRUCCIÓN CONCRETO HIDRÁULICO CALLE XALAPA ENTRE COATZACOALCOS Y COSOLEACAQUE COL. NVA ESPERANZA ,   EN EL MUNICIPIO DE MINATITLÁN ,   EN EL ESTADO DE VERACRUZ","$1,152,316.00",0
108,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,28,XOCHITEPEC,"CONSTRUCCIÓN DE AULA DE MEDIOS EN JARDIN DE NIÑOS KUASAHUATXOCHITL ,   CLAVE: 17DCC0010Y ,   LOCALIDAD DE ATLACHOLOAYA ,   XOCHITEPEC ,   MORELOS.","$1,673,000.00",0
109,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,28,XOCHITEPEC,"CONSTRUCCIÓN DE AULA DIDACTICA EN ESC. PRIM. LAZARO CARDENAS DEL RIO CLAVE: 17DPR0757R; COL. LAZARO CARDENAS ,   XOCHITEPEC ,   MORELOS.","$850,000.00",0
110,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,39,MINERAL DEL MONTE,"CONSTRUCCION DE PAVIMENTACION HIDRAULICA DE CALLE EN LA TLAXCALERA ,   EN EL MUNICIPIO DE MINERAL DEL MONTE ,   EN EL ESTADO DE HIDALGO","$1,804,732.00",0
111,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION DE POZOS DE ABSORCION ,   BENITO JUÁREZ ,   QUINTANA ROO 1RA ETAPA","$8,800,000.00",0
112,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,"CONSTRUCCIÓN DE PTAR ,   PARA ATENDER EL SANEAMIENTO DEL PARQUE INDUSTRIAL SN. FCO ,   LA ESCONDIDA ,   CHICALOTE Y LORETITO ,   EN EL MUNICIPIO DE SAN FRANCISCO DE LOS ROMO ,   EN EL ESTADO DE AGUASCALIENTES","$3,000,000.00",0
113,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,23,CHAVINDA,"CONSTRUCCIÓN DE ANDADOR 2DA ETAPA EN CALLE FERROCARRIL ,   EN EL MUNICIPIO DE CHAVINDA ,   EN EL ESTADO DE MICHOACÁN","$299,874.00",0
114,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,118,YAHUALICA DE GONZÁLEZ GALLO,"CONSTRUCCIÓN DE ANDADOR DE YAHUALICA A OCOTES DE MOYA EN EL MUNICIPIO DE YAHUALICA DE GONZÁLEZ GALLO ,   JALISCO","$15,000,000.00",0
115,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,16,AQUIXTLA,CONSTRUCCIÓN DE ANDADOR PEATONAL EN LA LOCALIDAD DE COAYUCA DEL MUNICIPIO DE AQUIXTLA DEL ESTADO DE PUEBLA,"$1,500,000.00",0
116,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,52,CUICHAPA,CONSTRUCCIÓN DE ARCOTECHO DE LA ESCUELA JOSEFA ORTIZ DE DOMINGUEZ EN LA LOCALIDAD DE PROVIDENCIA EN EL MUNICIPIO DE CUICHAPA EN EL ESTADO DE VERACRUZ,"$400,000.00",0
117,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,53,CUITLÁHUAC,"CONSTRUCCIÓN DE ARCOTECHO EN CETIS 164 EN EL MUNICIPIO DE CUITLAHUAC  ,   EN EL MUNICIPIO DE CUITLÁHUAC ,   EN EL ESTADO DE VERACRUZ","$800,000.00",0
118,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE ATIZAPÁN DE ZARAGOZA ,   EN EL ESTADO DE MÉXICO","$800,000.00",0
119,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,25,CHALCO,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE CHALCO ,   EN EL ESTADO DE MÉXICO","$3,000,000.00",0
120,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,20,COACALCO DE BERRIOZÁBAL,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE COACALCO DE BERRIOZÁBAL ,   EN EL ESTADO DE MÉXICO","$1,800,000.00",0
121,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,121,CUAUTITLÁN IZCALLI,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE CUAUTITLÁN IZCALLI ,   EN EL ESTADO DE MÉXICO","$150,000.00",0
122,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,57,NAUCALPAN DE JUÁREZ,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE NAUCALPAN DE JUÁREZ ,   EN EL ESTADO DE MÉXICO","$1,100,000.00",0
123,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,91,TEOLOYUCAN,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE TEOLOYUCAN ,   EN EL ESTADO DE MÉXICO","$3,200,000.00",0
124,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,92,TEOTIHUACÁN,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE TEOTIHUACÁN ,   EN EL ESTADO DE MÉXICO","$2,400,000.00",0
125,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,104,TLALNEPANTLA DE BAZ,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE TLALNEPANTLA DE BAZ ,   EN EL ESTADO DE MÉXICO","$800,000.00",0
126,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,109,TULTITLÁN,"CONSTRUCCIÓN DE ARCOTECHO ,   EN EL MUNICIPIO DE TULTITLÁN ,   EN EL ESTADO DE MÉXICO","$1,100,000.00",0
127,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"CONSTRUCCIÓN DE ARCOTECHO. ,   EN EL MUNICIPIO DE ATIZAPÁN DE ZARAGOZA ,   EN EL ESTADO DE MÉXICO","$950,000.00",0
128,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,"CONSTRUCCIÓN DE ÁREA DE DEPORTES EN LA PLAZA PÚBLICA LA LADRILLERA ,   EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE ,   JALISCO.","$2,000,000.00",0
129,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"CONSTRUCCIÓN DE ÁREAS DEPORTIVAS EN LA LOCALIDAD DE LAS GUACAMAYAS ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN","$1,098,022.00",0
130,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,18,JARAL DEL PROGRESO,"CONSTRUCCIÓN DE ARROYO ,   GUARNICIONES Y BANQUETAS EN LA CALLE JUVENTUD  ,   EN EL MUNICIPIO DE JARAL DEL PROGRESO ,   EN EL ESTADO DE GUANAJUATO","$1,300,000.00",0
131,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,4,AYALA,CONSTRUCCIÓN DE AUDITORIO DE LA ESCUELA TELESECUNDARIA BENITO JUAREZ DE SAN JUAN AHUHUEYO DEL MUNICIPIO DE AYALA MORELOS,"$1,500,000.00",0
132,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,33,HUEJOTITÁN,"CONSTRUCCIÓN DE AUDITORIO DE USOS MÚLTIPLES EN EL MUNICIPIO DE HUEJOTITÁN ,   EN EL ESTADO DE CHIHUAHUA","$3,000,000.00",0
133,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,2,ALDAMA,"CONSTRUCCIÓN DE AULA ADOSADA EN EL JARDÍN DE NIÑOS MARIO AGUILERA DORANTES EJ. EL LUCERO ,   EN EL MUNICIPIO DE ALDAMA ,   EN EL ESTADO DE TAMAULIPAS","$500,903.00",0
134,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,29,OCAMPO,"CONSTRUCCION DE AULA DE APOYO EDUCATIVO USAER DE 6X8 EN ESCUELA PRIMARIA CUAUHTÉMOC EN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE OCAMPO ,   EN EL ESTADO DE TAMAULIPAS","$545,600.00",0
135,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,28,XOCHITEPEC,"CONSTRUCCIÓN DE AULA DE MEDIOS EN LA ESCUELA PRIMARIA JOSÉ NARES ,   CLAVE: 17DPR0075N ,   COLONIA 3 DE MAYO ,   XOCHITEPEC ,   MORELOS.","$1,672,363.00",0
136,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"CONSTRUCCIÓN DE AULA DE MEDIOS Y CONSTRUCCIÓN DE MUROS DE CONTENSIÓN ,   EN EL MUNICIPIO DE ATIZAPÁN DE ZARAGOZA ,   EN EL ESTADO DE MÉXICO","$1,000,000.00",0
137,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,29,OCAMPO,"CONSTRUCCIÓN DE AULA DE USOS MÚLTIPLES DE 6X8 MTS. EN CENTRO DE ATENCION MULTIPLES EN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE OCAMPO ,   EN EL ESTADO DE TAMAULIPAS","$545,600.00",0
138,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,3,AXOCHIAPAN,"CONSTRUCCION DE AULA DIDACTICA EN ESCUELA PRIMARIA FRAY BARTOLOME CLAVE: 17DPR0424C ,   QUEBRANTADERO ,   AXOCHIAPAN ,   MORELOS.","$486,000.00",0
139,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,49,MADERO,CONSTRUCCION DE AULA EN ESCUELA SECUNDARIA DE VILLA MADERO EN EL ESTADO DE MICHOACÁN,"$500,000.00",0
140,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,99,TUZANTLA,"CONSTRUCCIÓN DE AULA Y BAÑOS EN EL PREESCOLAR DE CUIRIGINEO ,   EN EL MUNICIPIO DE TUZANTLA ,   EN EL ESTADO DE MICHOACÁN","$376,492.00",0
141,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,121,CUAUTITLÁN IZCALLI,"CONSTRUCCIÓN DE AULA ,   EN EL MUNICIPIO DE CUAUTITLÁN IZCALLI ,   EN EL ESTADO DE MÉXICO","$250,000.00",0
142,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"CONSTRUCCIÓN DE AULAS EN EL CAM COLONIA NORIA DE MONTES ,   EN EL MUNICIPIO DE SAHUAYO ,   EN EL ESTADO DE MICHOACÁN","$1,205,425.00",0
143,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,"CONSTRUCCIÓN DE AULAS EN EL JARDÍN DE NIÑOS  "" BENITO JUÁREZ ""   ,    COLONIA BUENAVISTA EN EL MUNICIPIO DE HEROICA CIUDAD DE HUAJUAPAN DE LEÓN ,   OAXACA","$900,000.00",0
144,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,159,TEHUIPANGO,CONSTRUCCIÓN DE AULAS EN LA ESCUELA TELESECUNDARIA APIPITZACTITLA DE LA LOCALIDAD DE APIPITZACTITLA DEL MUNICIPIO DE TEHUIPANGO EN EL ESTADO DE VERACRUZ,"$600,000.00",0
145,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,75,SAN MARTÍN DE LAS PIRÁMIDES,"CONSTRUCCIÓN DE AULAS TIPO REGIONAL ,   EN EL MUNICIPIO DE SAN MARTÍN DE LAS PIRÁMIDES ,   EN EL ESTADO DE MÉXICO","$2,719,235.00",0
146,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,91,JUAN GALINDO,CONSTRUCCION DE BACHILLERATO GENERAL JUAN GALINDO CLAVE 21EBH0182Y EN EL ESTADO DE PUEBLA,"$5,000,000.00",0
147,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,25,TLAQUILTENANGO,"CONSTRUCCIÓN DE BAHIAS EN LA AVENIDA PERITLAQUI  ,   EN EL MUNICIPIO DE TLAQUILTENANGO ,   EN EL ESTADO DE MORELOS","$2,000,000.00",0
148,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,12,MACUSPANA,"CONSTRUCCIÓN DE BANQUETA Y GUARNICIONES DE LA CALLE UNIÓN ENTRE EL ENTRONQUE DE LA CALLE MIGUEL HIDALGO Y CARRETERA CIUDAD PEMEX-JONUTA ,   MUNICIPIO DE MACUSPANA ,   TABASCO","$1,400,000.00",0
149,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"CONSTRUCCIÓN DE BANQUETAS CALLE LAUREL EN EL MUNICIPIO DE CUERNAVACA ,   MORELOS","$1,794,155.00",0
150,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,9,JALAPA,"CONSTRUCCIÓN DE BANQUETAS Y GUARNICIONES EN LA RANCHERÍA ,   GUANAL TERCERA SECCIÓN ,   MUNICIPIO DE JALAPA ,   TABASCO","$635,894.00",0
151,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,28,XOCHITEPEC,"CONSTRUCCIÓN DE BAÑOS EN LA ESCUELA TELESECUNDARIA CALMECAC ,   CLAVE: 17DTV0020J ,   LOCALIDAD DE ATLACHOLOAYA ,   XOCHITEPEC ,   MORELOS.","$1,553,704.00",0
152,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,2,ATLATLAHUCAN,"CONSTRUCCION DE BARDA EN LA ESCUELA TELESECUNDARIA JOSE VASCONSELOS. ,   EN EL MUNICIPIO DE ATLATLAHUCAN ,   EN EL ESTADO DE MORELOS","$1,600,000.00",0
153,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,32,ZACUALPAN DE AMILPAS,"CONSTRUCCIÓN DE BARDA PERIMETRAL EN ESCUELA TELESECUNDARIA ING. CÉSAR USCANGA USCANGA ,   LOCALIDAD DE TLACOTEPEC ,   ZACUALPAN DE AMILPAS ,   MORELOS.","$1,815,000.00",0
154,U128,PROYECTOS DE DESARROLLO REGIONAL,22,QUERÉTARO,13,PEÑAMILLER,"CONSTRUCCION DE CALLE EN COMUNIDAD DE CAMARGO ,   EN EL MUNICIPIO DE PEÑAMILLER ,   EN EL ESTADO DE QUERÉTARO","$1,200,000.00",0
155,U128,PROYECTOS DE DESARROLLO REGIONAL,31,YUCATÁN,59,PROGRESO,"CONSTRUCCIÓN DE CALLES INTEGRALES EN LA COMISARIA DE CHICXULUB PUERTO ,   EN EL MUNICIPIO DE PROGRESO ,   EN EL ESTADO DE YUCATÁN","$2,899,139.00",0
156,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,98,TUXPAN,"CONSTRUCCIÓN DE CAMINO CON CONCRETO ASFÁLTICO MALACATE- EL PARAÍSO ,   TUXPAN ,   MICHOACÁN","$2,379,000.00",0
157,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,44,CÓRDOBA,"CONSTRUCCIÓN DE CAMINO CON PAVIMENTO ASFALTICO DE LA LOCALIDAD SAN JOSÉ DE TAPIA A LA COLONIA AQUILES CÓRDOVA MORAN ,   EN EL MUNICIPIO DE CÓRDOBA DEL ESTADO DE VERACRUZ","$5,000,000.00",0
158,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,13,BOCHIL,CONSTRUCCION DE CAMINO LUIS ESPINOZA- LAGUNA TRAMO KM. 2+000 AL KM 3+000 EN EL MUNICIPIO DE BOCHIL EN EL ESTADO DE CHIAPAS,"$4,516,736.00",0
159,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,23,TLALNEPANTLA,"CONSTRUCCION DE CAMINO TLALNEPANTLA-SAN JOSE ,   TLALNEPANTLA ,   MORELOS.","$2,000,000.00",0
160,U128,PROYECTOS DE DESARROLLO REGIONAL,2,BAJA CALIFORNIA,1,ENSENADA,"CONSTRUCCIÓN DE CAMPO DE BEISBOL INFANTIL ,   DELEGACIÓN MANEADERO ,   EN EL MUNICIPIO DE ENSENADA ,   EN EL ESTADO DE BAJA CALIFORNIA","$3,800,000.00",0
161,U128,PROYECTOS DE DESARROLLO REGIONAL,2,BAJA CALIFORNIA,1,ENSENADA,"CONSTRUCCIÓN DE CAMPO DE FUTBOL EN UNIDAD DEPORTIVA SAN VICENTE ,   EN EL MUNICIPIO DE ENSENADA ,   EN EL ESTADO DE BAJA CALIFORNIA","$3,125,681.00",0
162,U128,PROYECTOS DE DESARROLLO REGIONAL,2,BAJA CALIFORNIA,1,ENSENADA,"CONSTRUCCIÓN DE CAMPO DE FUTBOL ,   EN EX EJIDO RUIZ CORTINES ,   EN EL MUNICIPIO DE ENSENADA ,   EN EL ESTADO DE BAJA CALIFORNIA","$4,855,077.00",0
163,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,61,OCAMPO,"CONSTRUCCION DE CANCHA DE BASKETBALL Y DOMO EN LA COMUNIDAD DE SANTA ANA ,   EN EL MUNICIPIO DE OCAMPO ,   EN EL ESTADO DE MICHOACÁN","$1,100,000.00",0
164,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,14,CALNALI,"CONSTRUCCIÓN DE CANCHA DE FÚTBOL 7 EN EL MUNICIPIO DE CALNALI ,   HIDALGO","$1,441,202.00",0
165,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,34,LOLOTLA,"CONSTRUCCIÓN DE CANCHA DE FÚTBOL 7 EN EL MUNICIPIO DE LOLOTLA ,   HIDALGO","$1,620,000.00",0
166,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,25,MIGUEL ALEMÁN,CONSTRUCCIÓN DE CANCHA DE FUTBOL 7 FRACC. SANTA LUISA EN EL MUNICIPIO DE MIGUEL ALEMÁN EN EL ESTADO DE TAMAULIPAS,"$2,300,000.00",0
167,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,102,URUAPAN,"CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO EN LA ESCUELA PREPARATORIA EDUARDO RUIZ. URUAPAN ,   MICHOACÁN","$1,500,000.00",0
168,U128,PROYECTOS DE DESARROLLO REGIONAL,32,ZACATECAS,26,MAZAPIL,"CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO Y GRADERÍAS ,   EN EL MUNICIPIO DE MAZAPIL ,   EN EL ESTADO DE ZACATECAS","$2,556,727.00",0
169,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,118,LOS REYES DE JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO ,   EN EL MUNICIPIO DE LOS REYES DE JUÁREZ ,   EN EL ESTADO DE PUEBLA","$1,400,000.00",0
170,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"CONSTRUCCIÓN DE CANCHA DE FÚTBOL ,   EN EL MUNICIPIO DE RINCÓN DE ROMOS ,   EN EL ESTADO DE AGUASCALIENTES","$1,325,000.00",0
171,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REGIÓN 248 ,   MZA. 63 ,   BENITO JUÁREZ ,   QUINTANA ROO.","$4,756,565.00",0
172,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REG 221 MZA 31 BENITO JUÁREZ ,   QUINTANA ROO.","$5,982,326.00",0
173,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REG 227 MZAS 97-98 BENITO JUÁREZ ,   QUINTANA ROO.","$5,982,519.00",0
174,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION DE CANCHA DE PASTO SINTETICO EN REG 260 MZA 03 BENITO JUÁREZ ,   QUINTANA ROO.","$5,782,326.00",0
175,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REG 91 MZA 50 LOTE 01 BENITO JUÁREZ ,   QUINTANA ROO.","$5,894,326.00",0
176,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REGIÓN 105 ,   MZA. 85 ,   BENITO JUÁREZ ,   QUINTANA ROO.","$4,209,946.00",0
177,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REGIÓN 233 ,   MZA. 34 ,   BENITO JUÁREZ ,   QUINTANA ROO.","$4,132,116.00",0
178,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO EN REGIÓN 259 ,   MZA. 45 ,   BENITO JUÁREZ ,   QUINTANA ROO.","$5,962,819.00",0
179,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCION DE CANCHA DE PASTO SINTETICO EN SMZA. 518 ,   MZA. 19 ,   BENITO JUÁREZ ,   QUINTANA ROO.","$3,951,657.00",0
180,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"CONSTRUCCIÓN DE CANCHA DE USOS MULTIPLES 1 ,   EN EL MUNICIPIO DE RINCÓN DE ROMOS ,   EN EL ESTADO DE AGUASCALIENTES","$820,000.00",0
181,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"CONSTRUCCIÓN DE CANCHA DE USOS MULTIPLES 2 ,   EN EL MUNICIPIO DE RINCÓN DE ROMOS ,   EN EL ESTADO DE AGUASCALIENTES","$820,000.00",0
182,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,9,JALAPA,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES CON TECHUMBRE EN EL EJ.- EMILIANO ZAPATA ,   EN EL MUNICIPIO DE JALAPA ,   TABASCO","$1,800,000.00",0
183,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,9,JALAPA,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES CON TECHUMBRE EN LA RA. SAN MIGUEL ADENTRO 1RA SECCIÓN ,   EN EL MUNICIPIO DE JALAPA ,   TABASCO","$1,800,000.00",0
184,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,56,NAHUATZEN,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN EL CECYTE 18 ,   EN EL MUNICIPIO DE NAHUATZEN ,   EN EL ESTADO DE MICHOACÁN","$1,499,563.00",0
