ID_PPI,ID_PP,DESC_PP
'1316B000194,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1316B000200,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1409JZL0005,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000002,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000005,16K028,Estudios de Preinversión
'1416B000014,16K140,Inversión del Servicio Meteorológico Nacional
'1416B000018,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000022,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000023,16K025,Proyectos de inmuebles (oficinas administrativas)
'1416B000025,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000026,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000031,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000032,16E006,Sistemas Meteorológicos e Hidrológicos
'1416B000036,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000037,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000044,16K140,Inversión del Servicio Meteorológico Nacional
'1416B000052,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1416B000053,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1416B000054,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000055,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000072,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1416B000079,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000082,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000083,16K140,Inversión del Servicio Meteorológico Nacional
'1416B000084,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000085,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000086,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000087,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000088,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000094,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000095,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1416B000099,16E006,Sistemas Meteorológicos e Hidrológicos
'1416B000099,16K140,Inversión del Servicio Meteorológico Nacional
'1416B000100,16K140,Inversión del Servicio Meteorológico Nacional
'1416B000101,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000119,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000134,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000135,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1416B000137,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1416B000138,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000142,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000145,16E006,Sistemas Meteorológicos e Hidrológicos
'1416B000145,16K140,Inversión del Servicio Meteorológico Nacional
'1416B000146,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1416B000149,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1416B000150,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1516B000002,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1516B000004,16E006,Sistemas Meteorológicos e Hidrológicos
'1516B000004,16K140,Inversión del Servicio Meteorológico Nacional
'1516B000005,16K028,Estudios de Preinversión
'1516B000008,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000009,16K140,Inversión del Servicio Meteorológico Nacional
'1516B000010,16K133,Pago y Expropiaciones para Infraestructura Federal
'1516B000016,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000019,16K140,Inversión del Servicio Meteorológico Nacional
'1516B000020,16G010,Gestión integral y sustentable del agua
'1516B000037,16G010,Gestión integral y sustentable del agua
'1516B000038,16K028,Estudios de Preinversión
'1516B000044,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000053,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000056,16NRPP,No requiere programa presupuestario
'1516B000060,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1516B000062,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000068,16E006,Sistemas Meteorológicos e Hidrológicos
'1516B000069,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000071,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000087,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1516B000088,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1516B000090,16NRPP,No requiere programa presupuestario
'1516B000092,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1516B000094,16K028,Estudios de Preinversión
'1516B000095,16K028,Estudios de Preinversión
'1516B000098,16G010,Gestión integral y sustentable del agua
'1516B000101,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1516B000103,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1516B000105,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1516B000106,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1516B000112,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1516B000113,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1616B000002,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000003,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1616B000004,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000006,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000007,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000009,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000010,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000011,16K028,Estudios de Preinversión
'1616B000013,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000014,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000015,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000016,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1616B000017,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1616B000019,16G010,Gestión integral y sustentable del agua
'1616B000020,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000021,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000022,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000023,16K028,Estudios de Preinversión
'1616B000026,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1616B000027,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1616B000028,16G010,Gestión integral y sustentable del agua
'1616B000029,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1616B000030,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000031,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000032,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000033,16K025,Proyectos de inmuebles (oficinas administrativas)
'1616B000034,16K025,Proyectos de inmuebles (oficinas administrativas)
'1616B000035,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000036,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000037,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000038,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000039,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000040,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000041,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000042,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000043,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000044,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1616B000045,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000046,16G010,Gestión integral y sustentable del agua
'1616B000047,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000048,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000049,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000050,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1616B000051,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1616B000052,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'1616B000053,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000054,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000055,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000056,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000057,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000058,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000059,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000060,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000061,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000062,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000063,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000064,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000065,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000066,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1616B000067,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1616B000067,16NRPP,No requiere programa presupuestario
'1616B000068,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
